683;Diego Crosa;Centre-Back;26
684;Stephen Clemence;Right Midfield;24
685;Alexander Manninger;Goalkeeper;25
686;Chengying Wu;Left-Back;27
687;Hannu Tihinen;Centre-Back;26
688;Jiayi Shao;Left Midfield;22
689;Ognjen Koroman;Right Winger;23
690;Aleksandar Mitreski;Centre-Back;21
691;Marco Ferreira;Right Winger;24
692;Cristian Traverso;Centre-Back;30
693;Hermann Hreidarsson;Centre-Back;28
694;Michal Zewlakow;Centre-Back;26
695;Zafer Demiray;Right Midfield;25
696;Hakan Ünsal;Left-Back;29
697;Radoslaw Kaluzny;Defensive Midfield;28
698;Edvin Murati;Left Midfield;26
699;Heriberto Morales;Centre-Back;27
700;Andy Johnson;Centre-Forward;21
701;Mark Kinsella;Defensive Midfield;29
702;Tony Dinning;Midfielder;27
703;François Grenet;Right-Back;27
704;Stepan Vachousek;Left Midfield;22
705;Seyfo Soley;Defensive Midfield;21
706;Guilherme Alves;Centre-Forward;28
707;Lee Marshall;Central Midfield;23
708;Ivica Olic;Centre-Forward;22
709;Brandão;Centre-Forward;22
710;Kanga Akalé;Left Winger;21
711;Pablo Thiam;Defensive Midfield;29
712;Philippe Brunel;Left Midfield;29
713;Ümit Bozkurt;Defensive Midfield;26
714;César Peixoto;Central Midfield;22
715;Tamer Tuna;Right Midfield;25
716;Christian Timm;Right Winger;23
717;Éder Gaúcho;Centre-Back;24
718;Jorge Acuña;Defensive Midfield;23
719;Victor Ikpeba;Centre-Forward;29
720;Alex Yi;Centre-Back;20
721;Mauricio Aros;Left-Back;26
722;Thomas Thorninger;Centre-Forward;29
723;Mert Nobre;Centre-Forward;21
724;Filipe Teixeira;Right Winger;21
725;Moubarak Boussoufa;Attacking Midfield;17
726;Mikkel Bischoff;Centre-Back;20
727;Martijn Meerdink;Right Winger;25
728;Frédson;Defensive Midfield;21
729;Yuning Zhang;Centre-Forward;25
730;Marco Storari;Goalkeeper;25
731;Kléber Pereira;Centre-Forward;26
732;Sebastián Cejas;Goalkeeper;27
733;Apostolos Liolidis;Right Winger;24
734;Chris Barker;Left-Back;22
735;Diego;Goalkeeper;23
736;Georgios Kyriazis;Centre-Back;22
737;Cata Díaz;Centre-Back;23
738;Rémo Meyer;Centre-Back;21
739;David Beckham;Right Midfield;28
740;Ronaldinho;Attacking Midfield;23
741;Hernán Crespo;Centre-Forward;28
742;Damien Duff;Right Midfield;24
743;Adriano;Centre-Forward;21
744;Juan Sebastián Verón;Central Midfield;28
745;Sébastien Frey;Goalkeeper;23
746;Claude Makélélé;Defensive Midfield;30
747;José Antonio Reyes;Right Winger;20
748;Roy Makaay;Centre-Forward;28
749;Adrian Mutu;Centre-Forward;24
750;Cristiano Ronaldo;Centre-Forward;18
751;Cristian Chivu;Centre-Back;22
752;Louis Saha;Centre-Forward;25
753;Geovanni;Attacking Midfield;23
754;Evanilson;Right-Back;27
755;Scott Parker;Central Midfield;23
756;Andy van der Meyde;Right Winger;23
757;Michael Essien;Defensive Midfield;20
758;Pauleta;Centre-Forward;30
759;Wayne Bridge;Left-Back;22
760;Jermain Defoe;Centre-Forward;21
761;Harry Kewell;Left Winger;24
762;Juan Riquelme;Attacking Midfield;25
763;Njitap Geremi;Right-Back;24
764;Reinaldo;Centre-Forward;24
765;Joe Cole;Attacking Midfield;21
766;Barry Ferguson;Defensive Midfield;25
767;Julio Cruz;Centre-Forward;28
768;Hélder Postiga;Centre-Forward;20
769;José Mari;Centre-Forward;24
770;Andrés D'Alessandro;Attacking Midfield;22
771;Ousmane Dabo;Defensive Midfield;26
772;Kléberson;Central Midfield;24
773;Glen Johnson;Right-Back;18
774;Kaká;Attacking Midfield;21
775;David Dunn;Attacking Midfield;23
776;Stephen Appiah;Central Midfield;22
777;Nicola Legrottaglie;Centre-Back;26
778;Danko Lazovic;Second Striker;20
779;Ricardo Quaresma;Right Winger;19
780;Luca Toni;Centre-Forward;26
781;Joseph Yobo;Centre-Back;22
782;Mido;Centre-Forward;20
783;Wesley Sonck;Centre-Forward;24
784;Branko Boskovic;Central Midfield;23
785;Didier Drogba;Centre-Forward;25
786;Luciano Zauri;Right-Back;25
787;Anthony Réveillère;Right-Back;23
788;Aleksey Smertin;Defensive Midfield;28
789;Jerko Leko;Defensive Midfield;23
790;Frédéric Kanouté;Centre-Forward;25
791;Rafael Márquez;Centre-Back;24
792;Steve Finnan;Right-Back;27
793;Olivier Dacourt;Defensive Midfield;28
794;Martín Demichelis;Centre-Back;22
795;Albert Riera;Left Winger;21
796;Ivica Olic;Centre-Forward;23
797;Ariel Ibagaza;Attacking Midfield;26
798;Ciprian Marica;Centre-Forward;18
799;Ilhan Mansiz;Centre-Forward;28
800;Kevin Phillips;Centre-Forward;30
801;Yakubu Aiyegbeni;Centre-Forward;20
802;Zvonimir Vukic;Attacking Midfield;23
803;Amauri;Centre-Forward;23
804;Dmitri Sychev;Centre-Forward;20
805;Eric Djemba-Djemba;Defensive Midfield;22
806;Deivid;Centre-Forward;23
807;Malcolm Christie;Right Winger;24
808;Andrija Delibasic;Centre-Forward;22
809;Daniel Carvalho;Attacking Midfield;20
810;Giovane Elber;Centre-Forward;31
811;Dejan Stankovic;Central Midfield;25
812;Florent Malouda;Central Midfield;23
813;Bonaventure Kalou;Right Winger;25
814;Igor Duljaj;Defensive Midfield;24
815;Chun-soo Lee;Second Striker;21
816;Dudu Cearense;Central Midfield;20
817;Kim Källström;Defensive Midfield;21
818;Trevor Sinclair;Left Winger;30
819;Claudio Reyna;Central Midfield;29
820;Luciano Figueroa;Centre-Forward;22
821;Steven Reid;Right-Back;22
822;Philippe Senderos;Centre-Back;18
823;Júlio Baptista;Attacking Midfield;21
824;Gabriel Milito;Centre-Back;22
825;Benni McCarthy;Centre-Forward;25
826;Zdenek Grygera;Right-Back;23
827;Jens Lehmann;Goalkeeper;33
828;Ognjen Koroman;Right Winger;24
829;Ahmet Dursun;Centre-Forward;25
830;Collins John;Centre-Forward;18
831;Gabriel Tamas;Centre-Back;20
832;Gavin McCann;Central Midfield;25
833;Danijel Ljuboja;Centre-Forward;25
834;Liedson;Centre-Forward;25
835;Jordi Hoogstrate;Central Midfield;20
836;Tim Howard;Goalkeeper;24
837;Emmanuel Adebayor;Centre-Forward;19
838;Cesc Fàbregas;Central Midfield;16
839;Ernesto Farías;Centre-Forward;23
840;Kiki Musampa;Left Winger;25
841;David Bellion;Centre-Forward;20
842;Jérémie Bréchet;Centre-Back;24
843;Thomas Sörensen;Goalkeeper;27
844;Modeste M'Bami;Defensive Midfield;20
845;Brett Emerton;Right Midfield;24
846;Carl Cort;Centre-Forward;26
847;Marco Streller;Centre-Forward;22
848;Roberto Nanni;Centre-Forward;21
849;Vedin Music;Left-Back;30
850;Simon Jentzsch;Goalkeeper;27
851;Sebastián Battaglia;Defensive Midfield;23
852;David James;Goalkeeper;33
853;Mauricio Pinilla;Centre-Forward;19
854;Wálter Gaitán;Attacking Midfield;26
855;Andrea Gasbarroni;Second Striker;21
856;Kily González;Left Midfield;28
857;Gustavo Munúa;Goalkeeper;25
858;Zied Jaziri;Centre-Forward;24
859;Osmar Ferreyra;Attacking Midfield;20
860;Hakan Yakin;Attacking Midfield;26
861;Stepan Vachousek;Left Midfield;23
862;Dejan Stefanovic;Centre-Back;28
863;Ianis Zicu;Attacking Midfield;19
864;Karel D'Haene;Centre-Back;22
865;Zisis Vryzas;Centre-Forward;30
866;Thomas Christiansen;Centre-Forward;30
867;Sixto Peralta;Central Midfield;24
868;Carlos Alberto;Attacking Midfield;19
869;Jan Lastuvka;Goalkeeper;20
870;Marcelo Delgado;Centre-Forward;30
871;Mbulelo Mabizela;Centre-Back;22
872;Eyal Berkovic;Attacking Midfield;31
873;Henri Camara;Centre-Forward;26
874;Silas;Attacking Midfield;26
875;Tobias Rau;Left-Back;21
876;Maik Taylor;Goalkeeper;32
877;Amdy Fayé;Defensive Midfield;26
878;Neil McCann;Left Winger;29
879;Léo Lima;Attacking Midfield;21
880;Adolfo Bautista;Second Striker;24
881;Lorenzo Amoruso;Centre-Back;32
882;Jason Roberts;Centre-Forward;25
883;Srdjan Stanic;Attacking Midfield;21
884;Bobby Zamora;Centre-Forward;22
885;Guillermo Pereyra;Central Midfield;23
886;Luca Antonini;Left-Back;20
887;Emile Mpenza;Centre-Forward;25
888;Nolberto Solano;Right Midfield;29
889;Ricardinho;Attacking Midfield;27
890;Evgeni Aldonin;Defensive Midfield;23
891;Maris Verpakovskis;Centre-Forward;24
892;Jody Craddock;Centre-Back;27
893;Marcelinho Carioca;Attacking Midfield;32
894;Emanuel Centurión;Left Midfield;20
895;Óscar Córdoba;Goalkeeper;33
896;Fabiano Rossato;Left-Back;25
897;Jean Carlos;Left-Back;19
898;Nicola Pozzi;Centre-Forward;17
899;Gabriel Tamas;Centre-Back;19
900;Kléber;Centre-Forward;20
901;Yaya Touré;Central Midfield;20
902;Jon Stead;Centre-Forward;20
903;Vratislav Gresko;Left-Back;25
904;Moumouni Dagano;Centre-Forward;22
905;Goran Sablic;Centre-Back;24
906;Valdo;Right Winger;22
907;Cata Díaz;Centre-Back;24
908;Hamit Altintop;Central Midfield;20
909;Emiliano Moretti;Centre-Back;22
910;James McFadden;Second Striker;20
911;Salvador Carmona;Centre-Back;28
912;Florin Bratu;Centre-Forward;23
913;Laurent Batlles;Attacking Midfield;28
914;Álvaro Santos;Centre-Forward;23
915;Moisés Moura;Centre-Back;24
916;Ian Pearce;Centre-Back;29
917;Martin Taylor;Centre-Back;24
918;Rudi Skácel;Attacking Midfield;24
919;Pablo Guiñazú;Defensive Midfield;25
920;Luis Perea;Centre-Back;24
921;Tore André Flo;Centre-Forward;30
922;Denis Kolodin;Centre-Back;21
923;Hossam Ghaly;Central Midfield;21
924;Tolga Seyhan;Centre-Back;26
925;Vaclav Sverkos;Centre-Forward;19
926;Matías Vuoso;Centre-Forward;21
927;César Prates;Right-Back;28
928;Cédric Barbosa;Left Winger;27
929;Claudiu Raducanu;Centre-Forward;27
930;Mikhail Ashvetia;Centre-Forward;25
931;Maciel;Right Winger;25
932;Mehmet Yozgatli;Right Winger;24
933;Paul Bosvelt;Defensive Midfield;33
934;Geoff Horsfield;Centre-Forward;29
935;Geoff Horsfield;Centre-Forward;30
936;Fábio Júnior;Centre-Forward;26
937;Selcuk Sahin;Defensive Midfield;22
938;César Delgado;Right Winger;21
939;Sergey Kornilenko;Centre-Forward;20
940;Lee Martin;Attacking Midfield;16
941;Alejandro Domínguez;Attacking Midfield;22
942;Paul Kpaka;Centre-Forward;21
943;Marlon King;Centre-Forward;23
944;Okan Koc;Right Winger;21
945;Josip Skoko;Central Midfield;27
946;Afonso Alves;Centre-Forward;22
947;Matías Delgado;Attacking Midfield;20
948;Dorin Goian;Centre-Back;23
949;Kennedy;Right Midfield;23
950;Andrezinho;Central Midfield;20
951;Kevin Kilbane;Left Midfield;26
952;Matt Holland;Central Midfield;29
953;Rob Hulse;Centre-Forward;23
954;Darren Huckerby;Right Winger;27
955;Richard Dostalek;Central Midfield;29
956;Niclas Jensen;Left-Back;28
957;Servet Cetin;Centre-Back;22
958;Jonathan Blondel;Defensive Midfield;19
959;Chidi Odiah;Right-Back;20
960;Elpídio Silva;Centre-Forward;27
961;Alan Lee;Centre-Forward;25
962;Dário;Centre-Forward;26
963;Marcinho Guerreiro;Defensive Midfield;23
964;Fernando;Centre-Back;23
965;Darijo Srna;Right-Back;21
966;Duccio Innocenti;Centre-Back;27
967;Habib Bèye;Right-Back;25
968;Antoine Sibierski;Attacking Midfield;29
969;Bernt Haas;Right-Back;25
970;Roberto Muzzi;Centre-Forward;31
971;Bosingwa;Right-Back;20
972;Dirk Kuyt;Right Winger;22
973;Razvan Rat;Left-Back;22
974;Stjepan Tomas;Centre-Back;27
975;Aleksandr Belozerov;Centre-Back;21
976;Moritz Volz;Right-Back;20
977;Mehmet Yilmaz;Centre-Forward;24
978;Pierre van Hooijdonk;Centre-Forward;33
979;Didier Drogba;Centre-Forward;26
980;Wayne Rooney;Second Striker;18
981;Ricardo Carvalho;Centre-Back;26
982;Samuel Eto'o;Centre-Forward;23
983;Wálter Samuel;Centre-Back;26
984;Deco;Attacking Midfield;26
985;Paulo Ferreira;Right-Back;25
986;Djibril Cissé;Centre-Forward;22
987;Jonathan Woodgate;Centre-Back;24
988;Arjen Robben;Right Winger;20
989;Stefano Fiore;Attacking Midfield;29
990;Xabi Alonso;Defensive Midfield;22
991;Matteo Brighi;Central Midfield;23
992;Zlatan Ibrahimovic;Centre-Forward;22
993;Carlos Tévez;Second Striker;20
994;Tiago;Central Midfield;23
995;Valeri Bojinov;Centre-Forward;18
996;Matuzalém;Defensive Midfield;24
997;Petr Cech;Goalkeeper;22
998;Jiri Jarosik;Centre-Back;27
999;Michael Owen;Centre-Forward;24
1000;Lúcio;Centre-Back;26
1001;Alex;Centre-Back;22
1002;Jean-Alain Boumsong;Centre-Back;25
1003;Marco Di Vaio;Centre-Forward;27
1004;Nicolas Anelka;Centre-Forward;25
1005;Jaap Stam;Centre-Back;31
1006;Carlos Alberto;Attacking Midfield;20
1007;Gabriel Heinze;Centre-Back;26
1008;Fabio Cannavaro;Centre-Back;30
1009;Jérôme Rothen;Left Midfield;26
1010;Péguy Luyindula;Centre-Forward;25
1011;Javier Chevantón;Centre-Forward;23
1012;Mario Yepes;Centre-Back;28
1013;Emile Heskey;Centre-Forward;26
1014;Fernando Morientes;Centre-Forward;28
1015;Torsten Frings;Defensive Midfield;27
1016;James Beattie;Centre-Forward;26
1017;Papa Bouba Diop;Defensive Midfield;26
1018;Alan Smith;Central Midfield;23
1019;Luis García;Right Winger;26
1020;Fernando Cavenaghi;Centre-Forward;20
1021;Éric Abidal;Left-Back;24
1022;Ludovic Giuly;Right Winger;27
1023;Pierre-Alain Frau;Centre-Forward;24
1024;Andy Reid;Left Midfield;22
1025;Edmílson;Centre-Back;27
1026;Goran Pandev;Second Striker;20
1027;Anderson;Central Midfield;16
1028;Elano;Attacking Midfield;23
1029;Derlei;Centre-Forward;29
1030;Mateja Kezman;Centre-Forward;25
1031;Tomás Ujfalusi;Centre-Back;26
1032;Hélder Postiga;Centre-Forward;21
1033;James Milner;Central Midfield;18
1034;Barry Ferguson;Defensive Midfield;27
1035;Simone Perrotta;Attacking Midfield;26
1036;Michael Dawson;Centre-Back;21
1037;Philippe Mexès;Centre-Back;22
1038;Fabrizio Miccoli;Centre-Forward;25
1039;Matteo Ferrari;Centre-Back;24
1040;Diego;Attacking Midfield;19
1041;Mark Viduka;Centre-Forward;28
1042;Giampaolo Pazzini;Centre-Forward;20
1043;Maxi López;Centre-Forward;20
1044;Giorgio Chiellini;Centre-Back;19
1045;Luciano Figueroa;Centre-Forward;23
1046;Vágner Love;Centre-Forward;20
1047;Dean Ashton;Centre-Forward;21
1048;Mido;Centre-Forward;21
1049;Juliano Belletti;Right-Back;28
1050;Eduardo Costa;Defensive Midfield;21
1051;Ricardo Quaresma;Right Winger;20
1052;Nilmar;Centre-Forward;20
1053;Francisco Lima;Defensive Midfield;33
1054;Edú;Second Striker;25
1055;Dario Dainelli;Centre-Back;25
1056;Stephen Makinwa;Centre-Forward;21
1057;Joel Huiqui;Centre-Back;21
1058;Gerard Piqué;Centre-Back;17
1059;Sean Davis;Defensive Midfield;24
1060;Fabricio Coloccini;Centre-Back;23
1061;Franck Ribéry;Left Winger;21
1062;Miroslav Klose;Centre-Forward;26
1063;Mohamed Kallon;Centre-Forward;24
1064;Simone Barone;Central Midfield;26
1065;Benoît Pedretti;Defensive Midfield;23
1066;Manuel Almunia;Goalkeeper;27
1067;Sylvain Armand;Centre-Back;23
1068;Peter Luccin;Defensive Midfield;25
1069;Rodrigo;Centre-Back;24
1070;Jádson;Attacking Midfield;21
1071;Angelos Charisteas;Centre-Forward;24
1072;César Carignano;Centre-Forward;21
1073;Robbie Savage;Central Midfield;30
1074;Juanfran;Left-Back;27
1075;Thimothée Atouba;Left-Back;22
1076;Robert Earnshaw;Centre-Forward;23
1077;Robin van Persie;Centre-Forward;20
1078;Nemanja Vidic<U+200E>;Centre-Back;22
1079;Michael Carrick;Defensive Midfield;23
1080;Benjamin Lauth;Centre-Forward;22
1081;Clemente Rodríguez;Left-Back;23
1082;Radoslav Kovac;Centre-Back;25
1083;Robert;Centre-Forward;23
1084;Mikel Arteta;Central Midfield;22
1085;Alex;Attacking Midfield;26
1086;Marcelo Bordon;Centre-Back;28
1087;Martin Laursen;Centre-Back;26
1088;Emanuele Calaiò;Centre-Forward;22
1089;Ricardo Oliveira;Centre-Forward;24
1090;Francis Jeffers;Centre-Forward;23
1091;Daniel Van Buyten;Centre-Back;26
1092;Martin Albrechtsen;Centre-Back;24
1093;Nicky Butt;Central Midfield;29
1094;Thomas Buffel;Right Winger;23
1095;Dudu Cearense;Central Midfield;21
1096;Cris;Centre-Back;27
1097;John Carew;Centre-Forward;24
1098;Paul Freier;Right Midfield;24
1099;Ariza Makukula;Centre-Forward;23
1100;Dennis Rommedahl;Right Winger;25
1101;Cícero;Centre-Forward;18
1102;Mariano González;Right Midfield;23
1103;Nicolás Burdisso;Centre-Back;23
1104;Luís Fabiano;Centre-Forward;23
1105;Jefferson Farfán;Right Winger;19
1106;Thomas Gravesen;Defensive Midfield;28
1107;Luis Perea;Centre-Back;25
1108;Jesper Grönkjaer;Left Winger;26
1109;Martin Jiranek;Centre-Back;25
1110;Danny Murphy;Central Midfield;27
1111;Cristian Silvestri;Centre-Back;29
1112;Diego Forlán;Second Striker;25
1113;Nigel Quashie;Central Midfield;26
1114;Amdy Fayé;Defensive Midfield;27
1115;Danny;Attacking Midfield;21
1116;Maicon;Right-Back;22
1117;Georgios Seitaridis;Right-Back;23
1118;Pablo Ibáñez;Centre-Back;22
1119;Paul Robinson;Goalkeeper;24
1120;Ibrahim Toraman;Centre-Back;22
1121;Pedro Mendes;Defensive Midfield;25
1122;Ilan;Centre-Forward;23
1123;Daniel Moreira;Second Striker;26
1124;Habib Bamogo;Second Striker;22
1125;Éric Carrière;Attacking Midfield;31
1126;Stephen Carr;Right-Back;27
1127;Fabrice Fiorèse;Right Winger;29
1128;Julio Cáceres;Centre-Back;24
1129;Vedran Runje;Goalkeeper;28
1130;Juan Carlos Menseguez;Second Striker;20
1131;Tomasz Radzinski;Centre-Forward;30
1132;Josemi;Centre-Back;24
1133;Batista;Defensive Midfield;29
1134;Florin Bratu;Centre-Forward;24
1135;Tomas Hübschman;Defensive Midfield;22
1136;Jelle Van Damme;Left-Back;20
1137;Peter Crouch;Centre-Forward;23
1138;David Healy;Centre-Forward;25
1139;Sotiris Kyrgiakos;Centre-Back;25
1140;Eric Djemba-Djemba;Defensive Midfield;23
1141;Leandro Romagnoli;Attacking Midfield;23
1142;Sergey Semak;Central Midfield;28
1143;Emile Mpenza;Centre-Forward;26
1144;Ricardo Fuller;Centre-Forward;24
1145;Adailton;Centre-Back;21
1146;Andreas Görlitz;Right-Back;22
1147;Giorgi Demetradze;Centre-Forward;28
1148;Lima;Centre-Forward;23
1149;Mauro Rosales;Right Midfield;23
1150;Thiago Silva;Centre-Back;20
1151;Júlio César;Goalkeeper;25
1152;Erik Hagen;Centre-Back;29
1153;Noé Pamarot;Centre-Back;25
1154;Cata Díaz;Centre-Back;25
1155;Roger;Attacking Midfield;26
1156;Mathieu Berson;Defensive Midfield;24
1157;Marek Heinz;Centre-Forward;26
1158;Robbie Blake;Second Striker;28
1159;Richard Chaplow;Central Midfield;20
1160;Lomana LuaLua;Second Striker;23
1161;Zoltán Gera;Central Midfield;25
1162;Fitz Hall;Centre-Back;23
1163;Morten Gamst Pedersen;Central Midfield;22
1164;Milos Krasic;Central Midfield;19
1165;Emmanuel Eboué;Right-Back;21
1166;Sergio Almirón;Central Midfield;23
1167;Vladimir Manchev;Centre-Forward;26
1168;Tim Cahill;Attacking Midfield;24
1169;Adriano;Left-Back;20
1170;Jesper Grönkjaer;Left Winger;27
1171;Sonny Anderson;Centre-Forward;34
1172;Chong-gug Song;Right-Back;25
1173;Luís Loureiro;Defensive Midfield;28
1174;Leandro;Left-Back;25
1175;Sebastian Mila;Attacking Midfield;22
1176;Léo Lima;Attacking Midfield;22
1177;Aleksey Bugaev;Centre-Back;23
1178;Paulo Assunção;Defensive Midfield;24
1179;Jussiê;Attacking Midfield;21
1180;Kevin Hofland;Centre-Back;25
1181;Juan Carlos Cacho;Centre-Forward;22
1182;Marco Caneira;Centre-Back;25
1183;Vahid Hashemian;Centre-Forward;27
1184;Seyi Olofinjana;Central Midfield;24
1185;Erik Edman;Left-Back;25
1186;Weldon;Centre-Forward;23
1187;Rodolfo;Centre-Back;21
1188;Serkan Balci;Right-Back;20
1189;Davide Carrus;Defensive Midfield;25
1190;DaMarcus Beasley;Left-Back;22
1191;Pepe;Centre-Back;21
1192;Davide Possanzini;Centre-Forward;28
1193;Claus Jensen;Attacking Midfield;27
1194;Andreas Jakobsson;Centre-Back;32
1195;Damian Gorawski;Right Winger;26
1196;Ki-hyeon Seol;Right Winger;25
1197;Serghei Covalciuc;Central Midfield;22
1198;Marcel;Centre-Forward;23
1199;Sixto Peralta;Central Midfield;25
1200;Calum Davenport;Centre-Back;21
1201;Ibson;Central Midfield;21
1202;Mladen Petric;Centre-Forward;23
1203;Azar Karadas;Centre-Back;22
1204;Jonathan Greening;Central Midfield;25
1205;Önder Turaci;Centre-Back;22
1206;Pedro Benítez;Centre-Back;23
1207;Andreas Isaksson;Goalkeeper;22
1208;Maksim Romashchenko;Left Midfield;28
1209;Tobias Linderoth;Defensive Midfield;25
1210;Dragan Mladenovic;Defensive Midfield;28
1211;Niko Kranjcar;Attacking Midfield;20
1212;Juan Pablo Sorín;Left-Back;28
1213;Élson;Attacking Midfield;23
1214;Damani Ralph;Centre-Forward;24
1215;Giannis Skopelitis;Defensive Midfield;26
1216;Atiba Hutchinson;Defensive Midfield;21
1217;Khalid Boulahrouz;Centre-Back;22
1218;Rigobert Song;Centre-Back;28
1219;Gilberto;Central Midfield;28
1220;Ben Thatcher;Left-Back;28
1221;Sylvinho;Left-Back;30
1222;Facundo Quiroga;Centre-Back;26
1223;Michael Essien;Defensive Midfield;22
1224;Shaun Wright-Phillips;Right Winger;23
1225;Sergio Ramos;Centre-Back;19
1226;Michael Owen;Centre-Forward;25
1227;Alberto Gilardino;Centre-Forward;23
1228;Robinho;Left Winger;21
1229;Patrick Vieira;Defensive Midfield;29
1230;Júlio Baptista;Attacking Midfield;23
1231;Albert Luque;Left Winger;27
1232;Maniche;Central Midfield;27
1233;Wálter Samuel;Centre-Back;27
1234;Fred;Centre-Forward;21
1235;Jermaine Jenas;Central Midfield;22
1236;Aleksandr Hleb;Attacking Midfield;24
1237;Asier del Horno;Left-Back;24
1238;David Pizarro;Central Midfield;25
1239;David Villa;Centre-Forward;23
1240;Mohamed Sissoko;Defensive Midfield;20
1241;Javier Mascherano;Defensive Midfield;21
1242;Dean Ashton;Centre-Forward;22
1243;Peter Crouch;Centre-Forward;24
1244;Nemanja Vidic<U+200E>;Centre-Back;24
1245;Theo Walcott;Right Winger;16
1246;Lucho González;Central Midfield;24
1247;Tiago;Central Midfield;24
1248;Luca Toni;Centre-Forward;28
1249;Luís Fabiano;Centre-Forward;24
1250;Georgios Seitaridis;Right-Back;24
1251;Emmanuel Adebayor;Centre-Forward;21
1252;Martin Petrov;Left Winger;26
1253;Pepe Reina;Goalkeeper;22
1254;Yakubu Aiyegbeni;Centre-Forward;22
1255;Mateja Kezman;Centre-Forward;26
1256;Andy van der Meyde;Right Winger;25
1257;Scott Parker;Central Midfield;24
1258;Klaas-Jan Huntelaar;Centre-Forward;22
1259;Milan Baros;Centre-Forward;23
1260;Daniel Agger;Centre-Back;21
1261;Marek Jankulovski;Left-Back;28
1262;Valérien Ismaël;Centre-Back;29
1263;Bonaventure Kalou;Right Winger;27
1264;Georgios Samaras;Left Winger;20
1265;Miguel;Right-Back;25
1266;Andrea Caracciolo;Centre-Forward;23
1267;Patrice Evra;Left-Back;24
1268;Stephen Appiah;Central Midfield;24
1269;Fernandinho;Defensive Midfield;20
1270;Giorgio Chiellini;Centre-Back;20
1271;John Carew;Centre-Forward;25
1272;Jon Dahl Tomasson;Centre-Forward;28
1273;Craig Bellamy;Left Winger;26
1274;Benoît Pedretti;Defensive Midfield;24
1275;Domenico Morfeo;Attacking Midfield;29
1276;Stephen Makinwa;Centre-Forward;22
1277;Ji-seong Park;Attacking Midfield;24
1278;Mamadou Niang;Centre-Forward;25
1279;Kevin Kuranyi;Centre-Forward;23
1280;Per Kröldrup;Centre-Back;25
1281;Frédéric Kanouté;Centre-Forward;27
1282;Henri Camara;Centre-Forward;28
1283;Jan Kromkamp;Right-Back;24
1284;John Utaka;Left Winger;23
1285;Camel Meriem;Attacking Midfield;25
1286;Benjani;Centre-Forward;27
1287;Joseph Enakarhire;Centre-Back;22
1288;Manuel Pasqual;Left-Back;23
1289;Valon Behrami;Defensive Midfield;20
1290;Yasser Al-Qahtani;Centre-Forward;22
1291;Emerson Sheik;Left Winger;26
1292;Antonio Cassano;Second Striker;23
1293;Riccardo Montolivo;Defensive Midfield;20
1294;Markus Rosenberg;Centre-Forward;22
1295;Phil Neville;Right-Back;28
1296;Simon Davies;Right Midfield;25
1297;Slobodan Rajkovic;Centre-Back;16
1298;Rafael van der Vaart;Attacking Midfield;22
1299;Emre Belözoglu;Central Midfield;24
1300;Torsten Frings;Defensive Midfield;28
1301;Maxi Rodríguez;Left Winger;24
1302;Timmy Simons;Defensive Midfield;28
1303;Sylvain Monsoreau;Centre-Back;24
1304;Jô;Centre-Forward;18
1305;Rafinha;Right-Back;19
1306;Jérémy Mathieu;Centre-Back;21
1307;Carlos Diogo;Right-Back;21
1308;Thomas Kahlenberg;Central Midfield;22
1309;Barreto;Second Striker;19
1310;Michele Canini;Centre-Back;20
1311;El-Hadji Diouf;Centre-Forward;24
1312;Wilfred Bouma;Left-Back;27
1313;Tom Huddlestone;Defensive Midfield;18
1314;Mikael Forssell;Centre-Forward;24
1315;Mozart;Defensive Midfield;25
1316;Igor Semshov;Central Midfield;27
1317;Martin Stranzl;Centre-Back;25
1318;Darren Bent;Centre-Forward;21
1319;Nathan Ellington;Centre-Forward;24
1320;Curtis Davies;Centre-Back;20
1321;Lassana Diarra;Defensive Midfield;20
1322;Shunsuke Nakamura;Attacking Midfield;27
1323;Ruslan Rotan;Central Midfield;23
1324;Emiliano Bonazzoli;Centre-Forward;26
1325;Robert Earnshaw;Centre-Forward;24
1326;Costinha;Defensive Midfield;30
1327;Per Kröldrup;Centre-Back;26
1328;Cicinho;Right-Back;25
1329;Edwin van der Sar;Goalkeeper;34
1330;Pablo García;Defensive Midfield;28
1331;Simon Vukcevic;Right Winger;19
1332;Reinaldo;Centre-Forward;26
1333;Andreas Ivanschitz;Attacking Midfield;22
1334;Vladimir Bystrov;Right Midfield;21
1335;Eduardo Costa;Defensive Midfield;22
1336;Lorik Cana;Centre-Back;22
1337;Mike Hanke;Centre-Forward;21
1338;Alex Song;Defensive Midfield;17
1339;Aleksandr Samedov;Right Winger;20
1340;Patrick Müller;Centre-Back;29
1341;Yossi Benayoun;Right Winger;25
1342;Tolga Seyhan;Centre-Back;28
1343;Paul Scharner;Centre-Back;25
1344;Darius Vassell;Centre-Forward;25
1345;Elvis Abbruscato;Centre-Forward;25
1346;Ewerthon;Centre-Forward;24
1347;Aílton;Centre-Forward;32
1348;Deivid;Centre-Forward;25
1349;Grzegorz Rasiak;Centre-Forward;26
1350;Alberto Rivera;Central Midfield;27
1351;Grafite;Centre-Forward;26
1352;Jonás Gutiérrez;Left Midfield;22
1353;Pablo Zabaleta;Right-Back;20
1354;Bryan Bergougnoux;Attacking Midfield;22
1355;Filip Holosko;Right Winger;22
